commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link,GPT_summary
comment,2024-04-03T17:57:07Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0324,Information Technology Industry Council (ITI),,,Comment from Information Technology Industry Council (ITI),See attached file(s),"[('FINAL ITI Feedback on NTIA Dual Use Open FM RFC', 'https://downloads.regulations.gov/NTIA-2023-0009-0324/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0324,"ITI, representing leading ICT companies, supports NTIA's focus on dual use foundation AI models with widely available weights. They advocate for open and closed models, emphasizing benefits of collaboration and customization. ITI suggests a risk-based approach, recognizing not all open models are dual use. They highlight the importance of shared responsibility, stakeholder engagement, and evidence-based policymaking. ITI also discusses the benefits and risks of widely available model weights, emphasizing transparency, innovation, and safety. They recommend a community framework for responsible model development and engagement with stakeholders for governance. ITI suggests NIST and international standards bodies play a role in setting standards and best practices. They caution against using computational resources as the sole metric for risk mitigation."
comment,2024-04-03T14:06:06Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0244,,,Graziul,"Comment from Graziul, Chris",My comments are included in the attached docx file.,"[('NTIA-AIOpenModelWeightsRFC', 'https://downloads.regulations.gov/NTIA-2023-0009-0244/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0244,
comment,2024-04-03T14:03:54Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0003,,,Anonymous,Comment from Anonymous,See attached letter &#39;Open Source AI Results in a Net Positive in Human Happiness&#39;,"[('Open Source AI Results in a Net Positive in Human Happiness', 'https://downloads.regulations.gov/NTIA-2023-0009-0003/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0003,
comment,2024-04-03T14:05:48Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0211,OpenAI,,,Comment from OpenAI,See attached file(s),"[('OpenAI Comment for NTIA RFC on Open Model Weights', 'https://downloads.regulations.gov/NTIA-2023-0009-0211/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0211,"OpenAI's Vice President of Global Affairs, Anna Makanju, submitted comments to the NTIA on the dual-use foundation artificial intelligence models with widely available model weights. They emphasize the importance of safe and beneficial AI deployment, sharing historical context on the release of models like GPT-2 and GPT-3. OpenAI advocates for a balance between innovation and risk management, highlighting the benefits of both open weight releases and API/product-based releases. They stress the need for iterative deployment and a Preparedness Framework to assess and mitigate potential risks of AI models, especially those with high capabilities. OpenAI also discusses the importance of societal resilience against AI misuse and the evolving science of AI risk evaluations. They support a flexible and adaptable government policy approach to address future changes in AI technology."
comment,2024-04-03T14:05:19Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0157,,,Rayfield,"Comment from Rayfield, Ben","Please also read &quot;Ben F Rayfield responding to NTIA-2023-0009-0001_content.pdf 2024-3-26.txt&quot; (attached) which this is some parts of..<br/><br/>There are many interchangible kinds of NP-Complete math, like you can transform between subset-sum, 3SAT, clique, and travelling-salesman. NP-Complete is the finite form of Turing-complete. AGI (Artificial General Intelligence) is turing-complete pattern matching. The world is near figuring out why LLMs work, and I think it will be because theres some kind of superexponentially-sparse turing-complete model of computing in the weights. After that is discovered, LLMs will be far more explainable and preditable and reliable. Neural-turing-machines and universal-pattern-calculus-combinators are 2 possible models that variants of might be discovered soon in LLM weights.<br/><br/>No hypothesis is harmful in science. A hypothesis can be thought of as a pure-function that takes a possible world state (including everything that exists written as math somehow) as its parameter and returns true/1 or false/0 or gradually between. A hypothesis about pure-math ignores the world param. isTheSkyBlue(possibleWorldX)-&gt;0.99 if the sky is a slightly different color. At night it would be closer to -&gt;0.01. doesTwoPlusTwoEqualFive(worldInDay) and doesTwoPlusTwoEqualFive(worldAtNight) are both -&gt;0 but are not harmful questions to ask. You try to figure it out or leave it as unknown. Every belief should start as unknown. You can use 2 bits in your mind for every yes/no question: 00 unknown, 10 true, 01 false, 11 disproof by contradiction. Many people say some questions are harmful to ask, like wasThe2020UsaElectionCheated(possibleWorld) or areWhitePeopleOnAverageAtLeastXAmountSmarterThanBlackPeople(possibleWorld). If we start both of those as unknown when first hearing them, which people will learn to do after hearing enough questions that turn out to be false, then just seeing the question and considering reasons to believe that it may be true or false, is not harmful to the pursuit of truth and accurate models of the world. It is harmful to cut pieces out of the space of possible models so that figuring out process is blocked by [censoredQuestion](possibleWorld)-&gt;false or -&gt;true.<br/><br/>Opensource foundation models are each a hypothesis, a pure-math function isNextWord(previousWords)(cat)(possibleWorld)-&gt;[the chance that the next word, given previous words, is cat].<br/><br/>isNextWord is the foundation model / LLM.<br/><br/>isNextWord(previousWords) is the foundation model with its (upTo_numTokensPerWindow*numDimensionsPerToken) input starting with previousWords.<br/><br/>isNextWord(previousWords)(cat) is the foundation model with numDimensionsPerToken more numbers of input, same as isNextWord(previousWords_then_cat).<br/><br/>isNextWord(previousWords)(cat)(possibleWorld) is same as isNextWord(previousWords)(cat) if it is only doing text prediction and can read or write the outside world. If it has access to a python coding space (as GPT4 does if you tell it to compute the nth prime number, for example) andOr access to search engines, scheduling of appointments, operating a data center automatically (text predictors have been doing that at google data centers for years), THEN the possibleWorld param in isNextWord(previousWords)(cat)(possibleWorld) has an effect, and more generally it results in a nextPossibleWorld.<br/><br/>isAIAligned(goalFunctionX)(theAI)-&gt;[0 to 1, how much theAI&#39;s goal function matches for how much theAI&#39;s goal function matches goalFunctionX]. Remember isTheSkyBlue(possibleWorldX) from above. isAIAligned(isTheSkyBlue) is the question &quot;is the AI aligned to the goal of making the sky be blue?&quot;. If the AI has other goals, then include those and isTheSkyBlue in a weighted-set. When someone says &quot;AI alignment&quot; that is a loaded-statement (like a loaded-question) that implies a specific goal function, but they dont say which goal function it is.<br/><br/>The USA constitution is the &quot;supreme law&quot; above all other laws, treaties, and executive orders on USA land. Courts have said many times all unconstitutional laws have no legal effect. Software legally counts as speech. AI is software since it runs in computers. 1st amendment applies to AIs which are Human speech.<br/><br/>A nash-equilibrium will probably form among many AIs across the world. But if its closed then it will be like an arms-race between the top few powers.<br/><br/>Only opensource can be formal-verified to the extent that every user could verify the proof themself using other formal-verification software on combos of eachother. Just saying something was formal-verified by experts behind closed doors does not prove it to the reader. We cant know for sure. And if there were big things at stake, thats a motive to leave backdoors in it, that we couldnt check for unless its open.<br/><br/>Open LLMs are tools we need to deal with the bunch of AIs building new AIs automatically that will be all over the internet soon.","[('Ben F Rayfield responding to NTIA-2023-0009-0001_content.pdf 2024-3-26', 'https://downloads.regulations.gov/NTIA-2023-0009-0157/attachment_1.txt'), ('2023-4-30_planned_AI_alignment_process_b', 'https://downloads.regulations.gov/NTIA-2023-0009-0157/attachment_2.jpg'), ('2023-4-30_planned_AI_alignment_process', 'https://downloads.regulations.gov/NTIA-2023-0009-0157/attachment_3.jpg')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0157,
comment,2024-04-03T14:05:56Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0226,"Databricks, Inc.",,,"Comment from Databricks, Inc.",See attached file(s),"[('Databricks Response to NTIA RFC on Dual Use FM Open Model Weights', 'https://downloads.regulations.gov/NTIA-2023-0009-0226/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0226,"Databricks, Inc. responds to the NTIA's request for comment on Dual-Use Foundation Artificial Intelligence Models with Widely Available Model Weights, emphasizing the benefits of open models for democratizing AI, innovation, and economic growth. They support open models for enabling businesses to customize and control their AI applications. Databricks argues that the benefits of open models outweigh the risks, advocating for regulation focused on deployment rather than development. They also propose a registration system for highly capable models if gating access becomes necessary. Databricks highlights the importance of open models in advancing safety, security, and transparency in AI."
comment,2024-04-03T14:05:17Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0153,,,Mowshowitz,"Comment from Mowshowitz, Zvi",See attached file(s),"[('AI Open Model Weights Submission', 'https://downloads.regulations.gov/NTIA-2023-0009-0153/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0153,
comment,2024-04-03T14:06:08Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0250,Wikimedia Foundation,,,Comment from Wikimedia Foundation,See attached file(s),"[('As-Filed Copy of Wikimedia Foundation Comments_NTIA RFC on Dual Use Foundation Artificial Intelligence Models With Widely Available Model Weights 27-3-2024', 'https://downloads.regulations.gov/NTIA-2023-0009-0250/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0250,"The Wikimedia Foundation appreciates the opportunity to comment on the NTIA's Request for Comments on Dual Use Foundation Artificial Intelligence Models with Widely Available Model Weights. They believe that widely available access to information is crucial for their mission of freely sharing knowledge. They emphasize the benefits of open AI systems, including transparency, identifying biases, and improving knowledge. They caution against restrictions on openness and suggest that open technology provides more benefits than closed systems. Additionally, they highlight how open models can enhance research, education, and innovation, benefiting society and promoting accountability in AI systems."
comment,2024-04-03T14:04:56Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0116,,,Maciejko,"Comment from Maciejko, Robert",See attached file(s),"[(""'Open' Source AI - Key Questions by Robert Maciejko"", 'https://downloads.regulations.gov/NTIA-2023-0009-0116/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0116,
comment,2024-04-03T14:05:59Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0231,Center for Data Innovation,,,Comment from Center for Data Innovation,Attached please find comments from the Center for Data Innovation.,"[('2024-ntia-open-model-weights', 'https://downloads.regulations.gov/NTIA-2023-0009-0231/attachment_1.pdf'), ('2023-global-ai-declaration', 'https://downloads.regulations.gov/NTIA-2023-0009-0231/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0231,"The text argues for a global commitment to free and open artificial intelligence (AI) to safeguard democratic principles and prevent authoritarian control over AI technologies. It emphasizes the importance of freedom, openness, and transparency in AI development to protect democratic values and promote innovation. The document calls for governments to support inclusive innovation, protect freedom of expression, encourage responsible speech, and collaborate internationally to ensure global access to AI tools without undue restrictions."
comment,2024-04-03T14:06:21Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0274,,,,Comment from AI-Plans,"These were Comments made during the AI-Plans Law-a-Thon workshop, March 26th<br/>Question 5b was answered by Heramb Podar, IIT Roorkee<br/>Questions 2a, 2di, 3b, 5d, 6b, 7a and 7j were answered by Alejandro and Marcel <br/>","[('Q5b_Comments', 'https://downloads.regulations.gov/NTIA-2023-0009-0274/attachment_1.pdf'), ('Alejandro_and_Marcel', 'https://downloads.regulations.gov/NTIA-2023-0009-0274/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0274,
comment,2024-04-03T14:06:02Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0237,AI Policy and Governance Working Group,,,Comment from AI Policy and Governance Working Group,Please find attached a response to the Department of Commerce&rsquo;s National Telecommunications and Information Administration (NTIA) request for comment from the AI Policy and Governance Working Group.,"[('AIPGWG Response - NTIA RFC on Open Foundation AI w Available Model Weights (March 2024)', 'https://downloads.regulations.gov/NTIA-2023-0009-0237/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0237,"The AI Policy and Governance Working Group supports the Biden-Harris Administration's public consultation on dual-use foundation AI models with widely available model weights. They highlight the benefits of open foundation models for innovation and diverse AI ecosystems, while acknowledging risks like misuse and difficulty in monitoring. They recommend a nuanced approach to governance, considering a spectrum of access, thresholds, and structured access mechanisms. The group emphasizes the importance of transparency, accountability, and balancing risks with beneficial uses of AI models. They propose the development of a Common Vulnerabilities and Exposures system for AI to share vulnerabilities and mitigate risks. Additionally, they suggest incentives for sharing learnings and failures among AI developers. The group also emphasizes the need for a gradient-based framework for assessing and addressing risks across various dimensions."
comment,2024-04-03T14:06:12Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0257,AI Policy and Governance Working Group,,,Comment from AI Policy and Governance Working Group,Please find attached a response to the Department of Commerce&rsquo;s National Telecommunications and Information Administration (NTIA) request for comment from the AI Policy and Governance Working Group.  This is our updated submission with additional signatories.,"[('UPDATED - AIPGWG Response - NTIA RFC on Open Foundation AI w Available Model Weights (March 2024)', 'https://downloads.regulations.gov/NTIA-2023-0009-0257/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0257,"The AI Policy and Governance Working Group submitted a comment to the NTIA regarding the request for input on Dual Use Foundation Artificial Intelligence Models. They support the idea of open foundation models for AI governance, emphasizing the benefits of transparency and innovation. They suggest a measured approach to governance, considering a spectrum of access, thresholds for model release, and the need for diverse stakeholder involvement. The group recommends developing practical approaches for open model release, balancing risk mitigation with promoting beneficial uses. They also propose a spectrum of access regime, including staged and structured access, to address potential challenges while advancing progress in AI governance."
comment,2024-04-03T14:05:18Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0155,BSA | The Software Alliance,,,Comment from BSA | The Software Alliance,BSA | The Software Alliance provides the attached comments on the RFC.,"[('BSA Comments on NTIA Open Foundation Model FINAL 3.26.24', 'https://downloads.regulations.gov/NTIA-2023-0009-0155/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0155,"The Software Alliance (BSA) supports the NTIA's Request for Comments on Dual Use Foundation Models and Model Weights. BSA's members, including major tech companies, advocate for responsible AI use and have developed a risk management framework to address bias. They emphasize the benefits of open foundation models, such as lower costs, transparency, safety, customization, scientific research advancement, and promoting equity. BSA recommends against restricting model weights, as it could hinder innovation and global competitiveness. They advise policies to be evidence-based, encourage safeguards implementation, and support a robust AI ecosystem."
comment,2024-04-03T14:05:07Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0136,,,Anonymous,Comment from Anonymous,See attached file(s),"[('Hello!', 'https://downloads.regulations.gov/NTIA-2023-0009-0136/attachment_1.txt')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0136,
comment,2024-04-03T14:06:10Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0254,Partnership on AI,,,Comment from Partnership on AI,See attached file(s),"[('PAI Response to NTIA RFC - Open Foundation Models', 'https://downloads.regulations.gov/NTIA-2023-0009-0254/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0254,"Partnership on AI (PAI) is a non-profit partnership focusing on responsible AI development, connecting over 100 organizations globally. PAI's submission to the NTIA's RFC on dual-use foundation AI models emphasizes the need for evidence-based risk mitigation measures tailored to different model types. PAI's Model Deployment Guidance provides recommendations for safe model deployment practices, advocating for voluntary frameworks and proportionate risk management. PAI suggests that restrictions on models should be based on demonstrated necessity and proportionality. They also stress the importance of managing risks associated with open foundation models, particularly frontier models with potentially unprecedented capabilities."
comment,2024-04-03T14:06:03Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0239,Recidiviz,,,Comment from Recidiviz,"See attachment for the comment of Recidiviz, a nonprofit technology company that works with state level corrections and supervision agencies to improve outcomes in the criminal justice system, on the importance of open source technology to our work","[('Comment of Recidiviz to NTIA', 'https://downloads.regulations.gov/NTIA-2023-0009-0239/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0239,"Recidiviz, a nonprofit tech company working with state corrections agencies, emphasizes the importance of open-source software in criminal justice to ensure transparency and accountability. They stress the need for access to source code, model weights, training data, and evaluation methods to prevent biases and harm in AI models. Recidiviz believes open source technology is crucial for agencies to confidently deploy models that minimize unintended consequences in the justice system."
comment,2024-04-03T14:06:01Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0235,Transformative Futures Institute,,,Comment from Transformative Futures Institute ,"March 27, 2024<br/><br/>Stephanie Weiner, Chief Counsel, National Telecommunications and Information Administration | Travis Hall, Acting Associate Administrator at US Department of Commerce, National Telecommunications and Information Administration<br/><br/>Subject: Openness in Artificial Intelligence Models Request for Comment (NTIA&ndash;2023&ndash;0009)<br/><br/>Dear Mr. Hall and Ms. Weiner, <br/><br/>We greatly appreciate the opportunity to engage with NTIA and provide comments regarding the benefits and risks of Dual Use Foundation Artificial Intelligence Models with Widely Available Model Weights. This dialogue between the public and private sectors is crucial to enable a comprehensive understanding of the potential risks associated with these technologies and their intersection with society. <br/><br/>The Transformative Futures Institute (TFI) is a research group concerned with understanding and mitigating the risks from emerging technology, specifically artificial intelligence (AI). TFI has previously submitted responses to NIST regarding the development of the AISIC and the request for information regarding President Biden&rsquo;s Executive Order on the &ldquo;Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence&rdquo; on May 2, 2024.<br/><br/>The attached file includes the key comments on Openness in AI Request for Comment and further details for select questions. <br/><br/>Thank you again for the opportunity to comment on the NTIA&rsquo;s Openness in AI Request for Comment. If you need additional information or would like to discuss further, please contact Kyle A. Kilian at kyle@transformative.org or Ross Gruetzemacher at ross@transformative.org.<br/><br/>Best regards, <br/><br/>Kyle A. Kilian | Deputy Director <br/>kyle@transformative.org; kyle.a.kilian@gmail.com<br/>Phone: + 1-720-563-9267<br/><br/>Ross Gruetzemacher | Executive Director<br/>ross@transformative.org; rossgritz@gmail.com ","[('TFI Response to NTIA Openess in Artificial Intelligence Models Request for Comment NTIA20230009', 'https://downloads.regulations.gov/NTIA-2023-0009-0235/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0235,"The Transformative Futures Institute provides comments on the benefits and risks of Dual Use Foundation Artificial Intelligence Models with Widely Available Model Weights in response to the NTIA's request for public input. They highlight concerns about the inability to conduct thorough evaluations of unpredictable systems, risks of easier misuse and access for malicious actors, rapid diffusion of capabilities to adversaries, and the need for robust testing and evaluation regimes. They suggest structured access to models while maintaining control to prevent harmful misuse and the importance of continual safety evaluations. The Institute emphasizes the need for a shared understanding and trusted standards at the international level for effective evaluation and risk management."
comment,2024-04-03T14:05:41Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0199,,,Duncan,"Comment from Duncan, Samuel","Due to length limitations in the comment form, this is a brief summary of my comments. Please refer to Attachment 1, included with this submission, for my full comments.<br/><br/>As a software professional, I have followed recent developments in AI capabilities with growing concern about the risks presented by misuse or loss of control of powerful AI systems that may be developed in the future. I write to draw NTIA&rsquo;s attention to research that suggests that misuse of open foundation models will present unacceptable levels of risk to public health and national security. I recommend that the United States government develop regulations to prohibit making weights widely available for models more powerful than those currently available, and to hold foundation model developers accountable for securing the weights of their models.<br/><br/>(2)(a)<br/>Open models can easily be fine-tuned to produce harmful output, even when the foundation model has been trained to refuse requests for harmful output. Lermen et al. [https://arxiv.org/abs/2310.20624] demonstrate this risk: they show that after fine-tuning the Llama 2-Chat 70B model using LoRA with a goal of removing the model&rsquo;s safety training, the resulting model was almost always willing to respond to requests for harmful outputs.<br/><br/>(2)(d)<br/>In his testimony last year [https://www.judiciary.senate.gov/imo/media/doc/2023-07-26_-_testimony_-_amodei.pdf] before a Senate subcommittee, Anthropic CEO Dario Amodei described a study his company had performed, which concluded that an &quot;extrapolation of today&rsquo;s systems to those we expect to see in 2-3 years suggests a substantial risk that AI systems will be able to fill in all the missing pieces&quot; for harmful misuse of biology. Amodei warned that this &quot;could greatly widen the range of actors with the technical capability to conduct a large-scale biological attack.&quot; Future open models that can contribute to computer security research likewise present risks due to misuse.<br/>Qi et al. [https://arxiv.org/abs/2310.03693] discuss the risks from fine-tuning of both open and closed models by end users. They find that adversarial fine-tuning can substantially reduce the likelihood that these models will refuse to provide harmful output. The mitigations they suggest can be more effectively applied to closed models.<br/>Mouton et al. [https://www.rand.org/pubs/research_reports/RRA2977-2.html] analyze the risks from current LLMs being used in the development of biological weapons. They find no significant difference between the feasibility of biological attack plans developed by red-team researchers using LLMs versus researchers relying on Internet research alone. But their report notes that it &quot;remains uncertain...whether upcoming LLM iterations will push the capability frontier far enough to encompass tasks as complex as biological weapon attack planning.&quot;<br/><br/>(5)(a)<br/>Evaluations that fully elicit the capabilities of a model are necessary in order to make an informed decision about the risks and benefits of making its weights widely available. Because nobody can expect to control how an open model is fine-tuned, evaluations that focus on the foundation model&rsquo;s safety properties cannot provide any assurance about the risks of making its weights widely available.<br/><br/>(5)(b)<br/>Nevo et al. [https://www.rand.org/pubs/working_papers/WRA2849-1.html] discuss a security framework for protecting nonpublic model weights from malicious actors. This working paper is part of a study for which a full report is expected to be &quot;published in early 2024&quot; &ndash; I recommend that NTIA review the full report when it becomes available. <br/><br/>(7)(a)<br/>The United States government should impose a moratorium on making model weights widely available for AI models substantially more capable than those available now. It should also develop regulations to hold AI model developers accountable, through liability for damages or regulatory action, for harm caused by misuse of the models they develop, especially when they facilitate this misuse by making model weights widely available. I would also support an international agreement to indefinitely pause development and training of more capable AI models until reliable strategies to avoid the risks from such models are developed. The risks from more capable models &ndash; including potentially catastrophic risks from goal misgeneralization and loss of control of powerful AI systems, as well as risks from misuse of open models &ndash; are too serious to accept until substantial advances are made in AI safety research.<br/><br/>(7)(b)<br/>If fine-tuning of closed models proves to present risks unacceptable to the United States government, this can be addressed through regulation of model providers. If fine-tuning of open models presents such risks, effective regulation and enforcement may not be possible once the models have been released with widely available weights, due to the vast number of actors capable of obtaining and fine-tuning open models.<br/><br/>Respectfully,<br/>Samuel Duncan","[('Attachment1_ModelWeights_Duncan_full', 'https://downloads.regulations.gov/NTIA-2023-0009-0199/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0199,
comment,2024-04-03T14:06:03Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0240,Recording Industry Association of America,,,Comment from Recording Industry Association of America,See attached file(s),"[('3-27-24 Comments NTIA RFC dual use foundation AI models with widely available model weights', 'https://downloads.regulations.gov/NTIA-2023-0009-0240/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0240,"The Recording Industry Association of America (RIAA) supports the National Telecommunications and Information Administration's request for comments on dual-use foundation AI models with widely available model weights. RIAA emphasizes the importance of protecting intellectual property rights and human creativity in AI development. They advocate for transparency in AI development and deployment, urging for proper record-keeping and disclosure of information. RIAA highlights concerns about unauthorized use of copyrighted works in AI systems and the potential risks and benefits of making model weights widely available, especially in the music industry. They stress the need for safeguards to protect creators' rights and promote responsible AI innovation."
comment,2024-04-03T14:06:07Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0246,The Abundance Institute,,,Comment from The Abundance Institute,"Please see the attached comments of The Abundance Institute, a mission-driven nonprofit dedicated to creating an environment where emerging technologies (including artificial intelligence) can germinate, develop, and thrive in order to perpetually expand widespread human prosperity and abundance.","[('Abundance Institute Comment to NTIA', 'https://downloads.regulations.gov/NTIA-2023-0009-0246/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0246,"The Abundance Institute's comments on the NTIA's request focus on the benefits of open source software in AI development, arguing that distinctions between ""open"" and ""closed"" models are arbitrary. They emphasize that open models offer advantages such as innovation, competition, and economic growth. The Institute suggests a use-specific, harms-based approach to regulation, highlighting the importance of market mechanisms in managing risks and maximizing benefits. They caution against drawing arbitrary lines between open and closed models and advocate for preserving the benefits of openness and innovation while deterring harms through targeted interventions. The Institute also raises First Amendment concerns regarding restrictions on open AI models and recommends a balanced approach that aligns with long-standing legal principles and individual responsibility."
comment,2024-04-03T14:06:26Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0283,,,Karth,"Comment from Karth, Isaac","We are writing this public submission in response to the NTIA AI Open Model Weights RFC (Dual Use Foundation Artificial Intelligence Models With Widely Available Model Weights, 89 Fed. Reg. 14059-14063 (Feb. 26, 2024)). The authors hold PhDs in Computational Media from the University of California, Santa Cruz. We have experience in working with many forms of artificial intelligence, including the kinds of models under question. We are writing this in our capacity as concerned private citizens, not as the representative of any organization or entity. Our full public submission is summarized here and attached as Attachment 1.<br/><br/>Current research in the fields of AI and of computer-supported collaborative work demonstrates that dual-use foundation models must be made trustworthy and secure. AI must not be used to shield decision-makers from responsibility for actions suggested by AI, nor from the burden of explaining their reasoning. Simultaneously, AI should not be used in capacities where it is readily exploited to subvert decision-making processes.<br/><br/>In many areas, the highest risk of harm is often not from the model weights, but rather what the AI is used for. It is most appropriate to involve outside stakeholders before new capabilities derived from AI models are incorporated into products, but this step is often skipped in practice, according to AI experts from industry and academia. In areas where beneficial use is possible, many AI systems developed in practice have failed to incorporate the perspectives of diverse stakeholders, and as a result caused harm.<br/><br/>Open access to model weights is important for building safe and trustworthy AI. Closed models are inherently less able to be evaluated, making them brittle: their safety relies on obscuring access. While closed models could be made somewhat more trustworthy by involving outside stakeholders in evaluating models, this is often skipped in practice.<br/><br/>Because it can be hard to detect biases and weaknesses in models, it is vital that researchers have access to open weights, so that they can independently audit them. Open models allows groups affected by model inequality to independently assess and retrain the models that affect them.<br/><br/>Keeping a model closed models makes it more vulnerable to certain attacks. Security through obscurity is brittle. Clones of closed models have been created relatively rapidly, and are available from many different countries. Knowledge distillation means that the mere availability of output generated by a model can be enough to create a functional-enough clone.<br/><br/>In other areas of computation, relying on secrecy as the main defense is regarded as a vulnerability in itself: secrecy means that friendly researchers can&#39;t assist in detecting and patching vulnerabilities, while still leaving you exposed to attackers who discover the exploits. Limiting access to the weights for the purposes of AI safety is a short-term solution with a high risk of leaving critical vulnerabilities undetected.<br/><br/>Limiting software distribution is difficult and ineffective, and too many restrictions on the distribution of open weights will damage the future development of AI in the United States, risking the country&#39;s current leadership in innovation.<br/><br/>The ``Gradient of Access&#39;&#39; model should not be understood as a linear scale of increasing risk: too little scrutiny can lead to critical vulnerabilities being overlooked, even when a model is never released as an open model. Further, the risk from any one set of open model weights being available must be weighed against the need to have the current generation of models audited for vulnerabilities so they can be caught and addressed at this stage, rather than remaining hidden until they inevitably surface in a later generation of models.<br/><br/>While there has been some concern about larger models exhibiting emergent effects, recent research suggests that model capabilities do not have sudden jumps in their capabilities as they scale up: a bigger model is more capable, but in a predictable way.<br/><br/>Overall, access to open model weights is important for continuing research into making the models safer, more trustworthy, and more equitable. Closed models may seem, at first glance, to be safer because they lock down access to the model, but this security is brittle and hides vulnerabilities that could have been discovered and fixed in an open model.","[('Attachment1_OpenModelWeightsAreMoreTrustworthyandLessVulnerable', 'https://downloads.regulations.gov/NTIA-2023-0009-0283/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0283,
comment,2024-04-03T14:05:30Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0178,,,Adkins,"Comment from Adkins, Samuel Brenton","Please see the attached file, but, in as short of a form possible.<br/>I believe by far the most important issue and topic here is preventing monopolization of AI space under a few big tech players. I can mention this again and again, but I cannot put enough weight on how dangerous and risky monopolization in such a case would be. Social media, when monopolized under a few companies, ended up horrible. Air travel in the United States currently has issues because Boeing exists in a de facto duopoly with Airbus and Boeing being only sane choices that many carriers are faced with. Whenever monopolization occurs, everyone but the company behind it suffers, and regulatory capture where regulations are created so that only few big companies can pass them, and all others are deterred from entering the field because it&rsquo;s too resource intensive to be compliant with regulation ends up only benefiting the companies. Not the country, not the people, not the technological progress. That&rsquo;s by far my biggest concern in the AI space. For more specific of a submission addressing the questions please consult the attachment. ","[('NTIA comment', 'https://downloads.regulations.gov/NTIA-2023-0009-0178/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0178,
