commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link,GPT_summary
comment,2024-10-22T19:46:31Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0038,The Electronic Privacy Information Center (EPIC),,,Public Comment 33. Other. The Electronic Privacy Information Center,See attached file(s),"[('DOC BIS Proposed AI Rule - EPIC Comments', 'https://downloads.regulations.gov/BIS-2024-0047-0038/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0038,"The Electronic Privacy Information Center (EPIC) supports the Department of Commerce Bureau of Industry and Security's proposed rule on reporting requirements for advanced AI models. They emphasize the need for transparency, accountability, and risk assessment in AI development to ensure safe and reliable government AI use. EPIC highlights concerns about bias, accuracy, data origin, and security vulnerabilities in AI models. They recommend including detailed information in reporting requirements such as data curation processes, risk assessments, and audit documentation. EPIC's goal is to promote oversight and transparency for equitable and trustworthy government AI use."
comment,2024-10-22T19:46:17Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0014,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 1 of 7,"PUBLIC COMMENT<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>The following comments and recommended revisions are provided below in response to the U.S. Department of the Commerce, Bureau or Industry and Security (BIS) proposed rule on &ldquo;Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters&rdquo; published on September 11, 2024, under 89 Fed. Reg. 73612.<br/><br/>This comment is being submitted in seven parts/sections due to the character limit on the Regulations.gov comment submission form.<br/><br/>I. BIS SHOULD PERFORM A COSTS-BENEFITS ANALYSIS OF THE PROPOSED REPORTING REQUIREMENTS<br/> <br/>As a preliminary matter, BIS should perform a sufficient costs-benefits analysis of the likely impacts of the proposed reporting requirements on U.S. technological leadership in AI.<br/><br/>Relevant to this analysis, a key conclusion from the agency&rsquo;s 1994 AI industrial base assessment found:<br/><br/>&ldquo;The United States leading position in AI is eroding as the government and companies in Japan, as well as in Western Europe, working together, have gained ground. In select areas of AI, Japan and Western Europe now surpass the U.S.&rdquo;<br/><br/>See Critical Technology Assessment of the Artificial Intelligence Sector (August 1994), available at www.bis.doc.gov/index.php/documents/technology-evaluation/33-critical-technology-assessment-of-u-s-artificial-intelligence-1994/file<br/><br/>In the proposed rule, BIS states that it needs ongoing quarterly reports for information &ldquo;that will allow the U.S. Government to determine whether action is necessary to stimulate development of dual-use foundation models or to support the development of specific types of models.&rdquo; However, the government is no longer a significant source of funding or other incentives for AI research and development, and it is unlikely to have sufficient resources to do so in an impactful way. This is because, since the agency&rsquo;s 1994 AI assessment, a fundamental shift in the marketplace has reshaped the AI research and development landscape. Specifically, compared to 1994, today&rsquo;s AI research and development is:<br/>&bull; reliant on funding by the commercial sector, which contributes billions upon billions of dollars towards these efforts;<br/>&bull; the focus of fierce commercial competition in the United States and abroad;<br/>&bull; in advanced stages of development by non-U.S. allied countries;<br/>&bull; significantly supported by non-U.S. engineers; and<br/>&bull; increasingly used in everything from online search tools, e-commerce, travel, and a wide array of other civilian applications.<br/><br/>Imposing ongoing quarterly reporting requirements, expanding export controls, imposing limits on academic funding by non-U.S. companies, and other limitations on AI research and development in the United States will incentivize companies to move research and development abroad. Further, based on lessons learned from export controls on the U.S. commercial satellite, semiconductor, and other industries, increased regulatory requirements are likely to lead the international community to exclude U.S. industry from the global marketplace of ideas necessary to maintaining U.S. technological leadership. BIS should therefore undertake a more careful consideration of the costs and benefits than is reflected in the proposed rule.","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0014/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0014,
comment,2024-10-22T19:46:15Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0011,Hacking Policy Council,,,Public Comment 10. Other. Hacking Policy Council,See attached file(s),"[('Hacking Policy Council - Comments to BIS re reporting requirements for advanced AI - 20241010', 'https://downloads.regulations.gov/BIS-2024-0047-0011/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0011,"The Hacking Policy Council (HPC) comments on the U.S. Department of Commerce's rulemaking for reporting requirements on advanced AI models. They support the focus on safety and security of dual-use foundational models but caution against disclosing sensitive information that may pose risks. HPC recommends revising the language to balance security concerns and protect sensitive information, establish robust legal protections, and clarify the scope of AI red-teaming activities to avoid burdening developers and inundating regulators with reports. They also highlight the importance of avoiding setting undesirable international precedents."
comment,2024-10-22T19:46:29Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0034,Anthropic PBC,,,Public Comment 29. U.S. Business. Anthropic,See attached file(s),"[('Anthropic Comment on BIS-2024-0047', 'https://downloads.regulations.gov/BIS-2024-0047-0034/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0034,"Anthropic, an AI safety and research company, supports the Department of Commerce's efforts in responsible AI development. They recommend adjusting reporting frequency to semi-annually to align with AI model training timelines and reduce administrative burdens. Anthropic suggests extending response times for surveys to accommodate smaller organizations and enhance data accuracy. They also emphasize the need for robust security measures to protect proprietary information shared with the government. Additionally, Anthropic proposes modifications to clarify definitions and ensure the protection of proprietary information while promoting AI innovation in the US."
comment,2024-10-22T19:46:23Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0024,U.S. Chamber of Commerce,,,Public Comment 17. Industry Association. U.S. Chamber of Commerce,See attached file(s),"[('CTEC_Comments_AI ModelsComputing_Commerce_Final', 'https://downloads.regulations.gov/BIS-2024-0047-0024/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0024,"The U.S. Chamber of Commerce expresses concerns about the burden of quarterly reporting requirements for AI models. They suggest annual reporting instead, citing the significant resources and coordination needed for compliance. The Chamber requests more clarity on operationalizing the reporting, confidentiality of sensitive information, and exemption from Freedom of Information Act requests. They aim to collaborate with the Department of Commerce to ensure reporting requirements support U.S. AI leadership without overwhelming companies."
comment,2024-10-22T19:46:19Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0017,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 4 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>IV. THE COMPUTING CLUSTER REPORTING REQUIREMENT SHOULD ONLY APPLY WHEN A COMPUTING CLUSTER ACTUALLY EXCEEDS A STATED THRESHOLD AND NOT MERELY WHEN THERE IS A POTENTIAL TO EXCEED A THRESHOLD.<br/><br/>Section 4.2(a)(ii) of EO 14110 mandates that &ldquo;companies, individuals, or other organizations or entities that acquire, develop, or possess a potential large-scale computing cluster must report any such acquisition, development, or possession, including the existence and location of these clusters and the amount of total computing power available in each cluster.&rdquo;<br/><br/>The computing cluster reporting requirement should not apply when there is merely a potential to exceed a certain performance threshold because performance thresholds are most often not determined at the time of acquiring hardware or standing up a computing cluster (pre-build, or even semi build). To the contrary, U.S. covered persons generally do not know whether or not hardware being installed would meet a threshold until after a cluster is built, and all the hardware is up and running at a datacenter.  While they may have estimates or some plans regarding how the computing cluster will be used, they often get updated and changed as it currently takes anywhere between 18-24 months for a new data center to come online.<br/><br/>As proposed, section 702.7(a)(1)(ii) requires quarterly reporting where a covered U.S. person &ldquo;engages in, or plans, within six months, to engage in&rdquo; activities that involve &ldquo;[a]cquiring, developing, or coming into possession of a computing cluster that&rdquo; exceeds stated thresholds. Nevertheless, the inconsistency between the language in EO 14110 (which refers to a &ldquo;potential large-scale computing cluster&rdquo;) and proposed section 702.7(a)(1)(ii) could cause over-reporting by companies with resources that could potentially be networked to exceed the stated performance parameters.<br/><br/>BIS should therefore revise section 702.7(a)(1)(ii) to clarify that the computing cluster reporting requirement only applies when a covered person has &ldquo;knowledge&rdquo; as defined in EAR section 772.1 that a computing cluster actually exceeds stated thresholds, and not when there is merely the potential to exceed a threshold.<br/><br/>More specifically, BIS should revise proposed section 702.7(a)(1)(ii) as follows [recommended edits in CAPS]:<br/><br/>(ii) Acquiring, developing, or coming into possession of a computing cluster that THE COVERED PERSON KNOWS has a set of machines transitively connected by data center networking of greater than 300 Gbit/s and having a theoretical maximum greater than 10^20 computational operations ( e.g., integer or floating-point operations) per second (OP/s) for AI training, without sparsity.","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0017/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0017,
comment,2024-10-22T19:46:31Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0039,The Abundance Institute,,,Public Comment 34. Other. The Abundance Institute,"See the attached document for the comments of Neil Chilson, Head of AI Policy at the Abundance Institute, arguing that because Section 4.2 of the EO exceeds DPA authority, the proposed rule is unauthorized. It is also contrary to existing BIS rules. BIS should not adopt it. <br/><br/>However, if BIS does pursue reporting requirements it should do so by periodically issuing one-time surveys through the normal survey process, to parties identified by BIS. At a minimum, BIS must offer a full-fledged legal justification for how the proposed rule complies with the DPA and the existing BIS rules, and further detail how the rule complies with the PRA and RFA.<br/>","[('Comments of the Abundance Institute - BIS Reporting Requirements (FINAL)', 'https://downloads.regulations.gov/BIS-2024-0047-0039/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0039,"The Abundance Institute, represented by Neil Chilson, critiques the Bureau of Industry and Security's (BIS) proposed rule on regulating AI models and computing clusters under the Defense Production Act (DPA) and Executive Order (EO). They argue that the proposed rule is unauthorized, unnecessary, and conflicts with the DPA and existing BIS regulations. The Institute suggests that if reporting requirements are to be implemented, they should be done through standard procedures, with clear legal justifications and compliance with relevant acts like the Paperwork Reduction Act (PRA) and Regulatory Flexibility Act (RFA)."
comment,2024-10-22T19:46:16Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0013,Group 42 Holding Ltd,,,Public Comment 12. Foreign Business. G42,Group 42 Holding Ltd respectfully submits the attached comment letter regarding BIS-2024-0047-0001.<br/><br/>,"[('BIS-2024-0047 Comment Letter _G42', 'https://downloads.regulations.gov/BIS-2024-0047-0013/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0013,"G42 Holding Ltd, an AI and cloud computing company, supports the US Department of Commerce's proposed rule on reporting requirements for advanced AI models and computing clusters. They request clarification on the scope of covered persons subject to reporting, suggesting a revised definition of ""covered U.S. persons."" G42 is concerned that the current proposal may impose reporting requirements on individual US nationals working for companies, leading to overlapping obligations. They recommend that reporting responsibilities lie with the covered entity, not its employees."
comment,2024-10-22T19:46:38Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0049,Center for AI Risk Management & Alignment,,,Public Comment 44. Other. Center for AI Risk Management & Alignment,"Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters:<br/><br/>Response from the Center for AI Risk Management &amp; Alignment (CARMA) to the Bureau of Industry and Security (BIS) Request for Public Comment<br/><br/>Center for AI Risk Management &amp; Alignment (CARMA)<br/><br/>October 11, 2024<br/><br/>The Center for AI Risk Management &amp; Alignment (CARMA) appreciates the opportunity to provide feedback on the Bureau of Industry and Security (BIS) rule for the Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters, pursuant to the Executive Order on Safe, Secure and Trustworthy AI (E.O. 14110). This rule is a promising step toward ensuring transparency and accountability from AI companies working on the most advanced &ldquo;dual use foundation models&rdquo; while securing the safety and competitiveness of the U.S. defense industrial base. <br/><br/>Our response to this Request for Comment aims to support BIS in aligning the reporting requirements with the intended goals of the Executive Order, ensuring robust protection from advanced AI risks. We emphasize the importance of adaptive, regulatory frameworks, robust risk assessments, and the need for secure reporting channels to enable<span style='padding-left: 30px'></span>whistleblower protection. These recommendations are designed to support BIS in mitigating risks while ensuring societal resilience.<br/><br/>CARMA is a technical governance thinktank focused on developing a more accurate mapping of risks from advanced AI systems and characterizing novel policy approaches to ensure societal safety and security.<br/><br/>Overview<br/><br/>AI has quickly become an integral part of large segments of the economy and industry, including those that are crucial to U.S. national defense. This includes manufacturers of military equipment that use AI models &ldquo;to enhance the maneuverability, accuracy, and efficiency of equipment,&rdquo; tools central to intelligence collection, and secondary components that extend the capabilities of the U.S. defense industrial base (BIS-2024-0047). Whether this information is actionable for national defense depends largely on the accuracy, robustness, and reliability of the reporting from model developers. <br/><br/>In support of E.O. 14110, which requires reporting from companies planning to develop dual use foundation models, and BIS&rsquo;s authorities under the Defense Production Act (DPA), this comment seeks to ensure that the Department of Commerce has the greatest possible visibility into potential risks or indicators of unexpected behavior from developers of advanced general-purpose AI systems. Our six key recommendations include:<br/><br/>Significant Activity Reporting (SAR): Amend reporting requirements to include unscheduled updates on significant events like technological breakthroughs or unexpected failures, ensuring timely notifications of emergent capabilities and potential risks outside the quarterly schedule.<br/><br/>Secure Channel for Anonymous Reporting: Establish a secure, anonymous channel to report concerns over unsafe practices, vulnerabilities, or emergent capabilities, allowing critical information to be shared without fear of retribution and ensuring timely updates on potential security threats.<br/><br/>Comprehensive Risk Assessment and Independent Validation: Require companies to conduct thorough pre-deployment risk assessments and provide red-teaming data to BIS for independent validation and verification, allowing an additional layer of security.<br/><br/>Monitoring Large Compute Clusters: Establish a registration and licensing system for large-scale compute clusters, providing BIS with the means to monitor the development of powerful AI systems while developing alternative, adaptive approaches to monitor novel AI paradigms.<br/><br/>On-Chip Compute Governance: Implement on-chip governance mechanisms, such as delay-based geolocation, to verify chip locations, enforce export controls, and monitor the lifecycle of model development, ensuring compliance with national security regulations.<br/><br/>Metrics to Track Evolving AI Paradigms: Convene expert panel to devise tractable metrics beyond compute-based thresholds to account for evolving AI paradigms like decentralized and inference-based compute. <br/><br/>The majority of this comment focuses on recommendations under the mandatory notifications section (1. Quarterly Notification Schedule), as this is the most crucial short-term path to obtaining timely threat information. <br/><br/>See the attachment for the more detailed response. <br/>","[('RFC Center for AI Risk Management and Alignment - BIS-2024-0047', 'https://downloads.regulations.gov/BIS-2024-0047-0049/attachment_1.pdf'), ('RFC Center for AI Risk Management and Alignment BIS-2024-0047', 'https://downloads.regulations.gov/BIS-2024-0047-0049/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0049,"CARMA supports the Bureau of Industry and Security's rule on reporting requirements for advanced AI models. They emphasize the importance of transparency, risk assessments, and secure reporting channels, recommending amendments for unscheduled updates on significant events, secure channels for anonymous reporting, comprehensive risk assessments, monitoring of large compute clusters, on-chip compute governance, and metrics for evolving AI paradigms. They stress the need for adaptive regulatory frameworks to mitigate risks and ensure societal resilience. CARMA aims to align reporting requirements with the goals of the Executive Order on Safe, Secure, and Trustworthy AI."
comment,2024-10-22T19:46:29Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0035,AE Studio,,,Public Comment 30. U.S. Business. AE Studio,"We are AE Studio, a bootstrapped 150+ person data science, dev, and design consultancy. We reinvest profits into impact-focused foundational research, like neurotechnology and AI alignment, with the mission to increase human agency. <br/><br/>Our company works with frontier models across a wide array of clients within and beyond the tech sector, from the largest corporations to startups outsourcing their first technical projects to us, across a wide range of applications. To survive in our industry, we excel in our client work, with the best technical talent keeping up to date with the cutting edge of AI capabilities.<br/><br/>We are thankful to the Bureau of Industry and Security for their work concerning the future of AI. We believe AI has a highly uncertain future, and in some possible scenarios, perhaps inevitably, advanced AI models will be immensely capable and essential for national security and for the flourishing of our economy. <br/><br/>But the possible risks need to be managed. We should not entirely trust our future, the next nuclear technology, to the private sector, yet we should not also preemptively stifle essential innovation. We must defensively accelerate, and America must win the AI race, should there be one.<br/><br/>Monitoring the state of the art in the AI labs of America is the only way the US will be able to ensure we both: lead on the technology, and mitigate risks from the technology. Doing so with minimal friction such that we perfectly balance safety with winning, is our task.<br/><br/>Overview<br/>Enhancing Reporting Requirements for Dual-Use Foundation Model Developers<br/><br/>We present several proposals to strengthen the effectiveness and reliability of reporting requirements for entities developing dual-use foundation models. Our focus is on recommendations that the Bureau of Industry and Security (BIS) can implement within its current authority, prioritizing ideas that require minimal additional resources.<br/><br/>Key Recommendations<br/><br/>1. Establish a Protected/Anonymous Reporting Channel: Create a secure mechanism for employees of entities developing dual-use foundation models to report concerns. This channel (ai_reporting@bis.doc.gov) would allow staff to disclose:<br/>   a) Potential inaccuracies or misleading information in company reports to BIS<br/>   b) Safety and reliability issues related to dual-use foundation models<br/>   c) Activities or risks that may impact U.S. national security<br/><br/>   Ideally, this platform should be both protected (prohibiting retaliation) and anonymous. If protection is unfeasible, an anonymous system would still be valuable. Entities should confirm in their reports that employees are aware of this mechanism and that company policies do not hinder its use.<br/><br/>2. Implement Regular Employee Interviews: Conduct quarterly interviews with staff from entities producing dual-use foundation models. BIS would select interviewees from various teams to gather diverse insights. These conversations would cover model capabilities, safety and security concerns, and predictions about AI advancements that could pose new safety and security risks.<br/><br/>3. Require Capability Forecasts: In addition to red-team testing reports, companies should provide their best estimates of when they or others might develop dual-use foundation models with specific security-relevant capabilities. This would assist the U.S. industrial base and defense sector in making informed predictions about future AI advancements and their defense implications.<br/><br/>4. Mandate a Summary Form for Non-Experts: Alongside detailed reports, require entities to submit a concise Summary Form accessible to non-technical audiences. This form would highlight the most critical defense-relevant information in a clear, easily digestible format.<br/><br/>5. Modify Notification Conditions: Require entities to inform BIS of significant capability improvements that present immediate security risks within 5 days of discovery. This ensures BIS is promptly notified of crucial advancements between quarterly reports.<br/><br/>We suggest applying these recommendations to all entities developing dual-use foundation models. However, if this proves impractical, focusing on the top 10 entities would still yield valuable information for U.S. industrial and national defense interests.<br/>","[('AE Studio BIS RFC', 'https://downloads.regulations.gov/BIS-2024-0047-0035/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0035,"AE Studio, a data science consultancy, supports the Department of Commerce's efforts on AI regulation. They stress the importance of managing risks associated with advanced AI models and propose measures like a protected reporting channel, regular employee interviews, capability forecasts, concise summary forms, and amended notification conditions. These recommendations aim to enhance the effectiveness of reporting requirements for entities developing dual-use foundation AI models, ensuring national security and innovation are balanced."
comment,2024-10-22T19:46:13Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0006,Center for Progress,,Calzada,Public Comment 5. Other. Center for Progress.,See attached file(s),"[('Bureau of Industry and Security (BIS) comment (Dual use models) ', 'https://downloads.regulations.gov/BIS-2024-0047-0006/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0006,"Chamber of Progress, a tech industry association, supports a balanced regulatory approach by the U.S. Bureau of Industry and Security (BIS) for AI models. They caution against overly prescriptive frameworks that stifle innovation, advocating for diverse foundation models. They argue against broad regulations that harm smaller players and suggest focusing on specific risks rather than blanket reporting. While supporting responsible AI development, they urge BIS to reconsider aspects of the rule to avoid stifling competition and innovation, promoting a balanced approach for maintaining U.S. competitiveness in AI."
comment,2024-10-22T19:46:30Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0037,CTIA – The Wireless Association,,,Public Comment 32. Industry Association. CTIA,Please see the attached PDF,"[('CTIA BIS comment letter 10.11.24 vF', 'https://downloads.regulations.gov/BIS-2024-0047-0037/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0037,CTIA supports the Department of Commerce's goal of ensuring the US government has necessary information on developing advanced AI models. They emphasize the importance of balancing AI innovations with potential risks and staying ahead of bad actors. CTIA suggests clarifying reporting requirements to focus on entities using computing clusters for AI training activities specifically. They argue that including data center operators not engaged in AI training would not align with national defense goals. CTIA recommends limiting reporting requirements to capture relevant information from companies involved in developing and training dual-use foundation models.
comment,2024-10-22T19:46:26Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0029,TechNet,,,Public Comment 24. Industry Association. Tecnet,See attached file(s),"[('FINAL TechNet Comment to BIS re Foundation Model Reporting', 'https://downloads.regulations.gov/BIS-2024-0047-0029/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0029,"TechNet, a national network of technology CEOs and executives, expressed concerns to the Bureau of Industry and Security (BIS) regarding the proposed rule on reporting requirements for advanced AI models and computing clusters. They argued that quarterly reporting is too frequent and burdensome, recommending six-month or annual reporting instead. TechNet also suggested clearer criteria for reporting, revisions to the definition of dual-use foundation models, secure submission methods, and a reevaluation of computational thresholds for reporting requirements. They emphasized the need for flexibility and clarity in determining which AI models fall under the oversight of the rule."
comment,2024-10-22T19:46:24Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0026,AdvaMed,,,Public Comment 19. U.S. Business. AdvaMed Imaging,See attached file(s),"[('AdvaMed Imaging - AIC - ISB Proposed Rule - 20241011 - FINAL', 'https://downloads.regulations.gov/BIS-2024-0047-0026/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0026,"AdvaMed, representing medical technology manufacturers, requests FDA-regulated AI-based medical devices be exempt from the proposed rule due to existing FDA oversight ensuring safety and efficacy. They argue additional reporting requirements would create redundancy, delay patient access to innovations, and burden developers. AdvaMed highlights FDA's robust regulatory framework for AI devices, including premarket review and post-market surveillance. They emphasize flexibility in FDA processes to accommodate AI advancements and ensure patient safety, advocating for exemptions to prevent stifling innovation while maintaining regulatory standards."
comment,2024-10-22T19:46:27Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0030,Computer & Communications Industry Association,,,Public Comment 25. Industry Association. Computer and Communications Industry Association,See attached file.,"[('2024-10-11 CCIA Comments to BIS on Reporting Requirements for Advanced AI Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0030/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0030,"The Computer & Communications Industry Association (CCIA) submitted comments to the Department of Commerce regarding reporting requirements for advanced AI models and computing clusters. CCIA recommended adopting semi-annual or annual reporting schedules, detailing information security protocols, exempting reporting information from FOIA requests, establishing consistent guidance for measuring and reporting compute, and developing the standard questionnaire through open consultation. CCIA emphasized the need for balanced data collection, protection of proprietary information, and collaboration with industry for refining the reporting process. Gabriel Delsol, CCIA's Policy Manager, expressed willingness to collaborate further on these issues."
